feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
EC.2.1.1.13	timepoint	timepoint	0.16812768473327	0.0065104870422893	63	63	3.76528378204641e-33	1.64844123977992e-29
EC.6.3.1.11	timepoint	timepoint	-1.18467965568334	0.0665413365485475	63	63	1.59239585025512e-23	3.48575451620846e-20
EC.1.9.3.1	timepoint	timepoint	0.0387320477026874	0.00256776017028652	63	63	1.02120533342542e-21	1.11770923743412e-18
EC.2.7.7.9	timepoint	timepoint	0.109886411220533	0.00676000138566179	63	63	9.59715053795188e-22	1.11770923743412e-18
EC.1.2.1.68	timepoint	timepoint	-0.23267379867581	0.0151179971266621	63	63	3.20527962775581e-21	2.80654284206299e-18
EC.2.7.7.24	timepoint	timepoint	-0.168436815665289	0.0114242444962411	63	63	9.20253254422605e-21	6.71478124643694e-18
EC.1.6.5.2	timepoint	timepoint	-0.0586011598509576	0.00398259501867696	63	63	2.60917852577187e-20	1.30444193151859e-17
EC.2.7.7.13	timepoint	timepoint	0.0702737567589757	0.00480650870495346	63	63	2.52702675195877e-20	1.30444193151859e-17
EC.2.7.7.82	timepoint	timepoint	-1.00116988341852	0.0677604710432645	63	63	2.68158460111176e-20	1.30444193151859e-17
EC.1.5.1.2	timepoint	timepoint	0.0408900191502436	0.00271955575950313	63	63	3.41813652289181e-20	1.49646016972204e-17
EC.4.2.1.46	timepoint	timepoint	-0.168593079986263	0.0118677293396949	63	63	5.312746609591e-20	2.11447315061722e-17
EC.3.1.13.5	timepoint	timepoint	0.0483371895775154	0.00331871837569612	63	63	9.00234293998139e-20	3.28435478260321e-17
EC.1.1.1.85	timepoint	timepoint	0.0365765412271859	0.00250046138636593	63	63	1.15655164820584e-19	3.56531333909229e-17
EC.2.4.99.12	timepoint	timepoint	0.0637739670457389	0.00447246554942213	63	63	1.62874067569314e-19	3.56531333909229e-17
EC.2.4.99.13	timepoint	timepoint	0.0637739670457389	0.00447246554942213	63	63	1.62874067569314e-19	3.56531333909229e-17
EC.2.4.99.14	timepoint	timepoint	0.0637739670457389	0.00447246554942213	63	63	1.62874067569314e-19	3.56531333909229e-17
EC.2.4.99.15	timepoint	timepoint	0.0637739670457389	0.00447246554942213	63	63	1.62874067569314e-19	3.56531333909229e-17
EC.2.7.1.113	timepoint	timepoint	-1.32403526148303	0.0920074783446265	63	63	1.06998807527177e-19	3.56531333909229e-17
EC.2.7.7.65	timepoint	timepoint	0.631143485065886	0.0462782420012756	63	63	1.25728034088399e-19	3.56531333909229e-17
EC.4.2.1.96	timepoint	timepoint	0.0365215410610789	0.00274561762301729	63	63	1.50550151672823e-19	3.56531333909229e-17
EC.2.1.1.67	timepoint	timepoint	-0.165736881112659	0.0123509886767893	63	63	1.82309467697345e-19	3.80071833132846e-17
EC.5.1.3.7	timepoint	timepoint	0.910657205458607	0.066708772582146	63	63	1.91082048180531e-19	3.80253275879257e-17
EC.2.2.1.6	timepoint	timepoint	0.0764931195881461	0.00571398967990446	63	63	2.15644207323223e-19	3.93370974858779e-17
EC.5.3.1.16	timepoint	timepoint	0.0355575084895032	0.00247664575905759	63	63	2.11052754215491e-19	3.93370974858779e-17
EC.4.2.2.6	timepoint	timepoint	-0.583165125021586	0.0424507832607012	63	63	5.45030636662815e-19	9.54457650923922e-17
EC.2.6.1.48	timepoint	timepoint	-1.79889330272333	0.132402606251567	63	62	1.38505656836111e-18	2.33222217549421e-16
EC.5.1.3.2	timepoint	timepoint	0.134515661060432	0.0102156789494847	63	63	2.40173714163345e-18	3.89437229854491e-16
EC.6.1.1.17	timepoint	timepoint	0.0417570221052248	0.00310298269828534	63	63	2.69202439274072e-18	4.20917242550675e-16
EC.1.13.12.3	timepoint	timepoint	-1.70098125779445	0.134309281422274	63	60	2.86760478574638e-18	4.32909439724056e-16
EC.2.5.1.47	timepoint	timepoint	-0.0636075865934678	0.00498979836460168	63	63	3.35291821100859e-18	4.89302530926521e-16
EC.2.8.3.22	timepoint	timepoint	-1.79790536549022	0.13630925331817	63	62	4.18753627214285e-18	5.91388187078754e-16
EC.1.14.12.1	timepoint	timepoint	-1.52912230588472	0.124437285711352	63	61	4.97611917134418e-18	6.80795304129526e-16
EC.2.7.1.13	timepoint	timepoint	-1.83968080050485	0.148200526708694	63	59	5.68358418446127e-18	7.54022168471861e-16
EC.1.1.1.43	timepoint	timepoint	-1.79686068232666	0.146785496230759	63	61	1.13571487407797e-17	1.46239991726863e-15
EC.1.6.99.1	timepoint	timepoint	-0.883855380876569	0.0717020709313199	63	63	1.469588231706e-17	1.83824493668824e-15
EC.1.5.1.39	timepoint	timepoint	-0.886727639834526	0.0723818498386	63	63	2.37777743306424e-17	2.89164155609868e-15
EC.3.4.11.5	timepoint	timepoint	0.145228689083682	0.0121640106258685	63	63	2.80353704548684e-17	3.25006693433273e-15
EC.4.2.1.79	timepoint	timepoint	-0.469238528969965	0.0382032997314369	63	63	2.82098089320795e-17	3.25006693433273e-15
EC.3.2.1.24	timepoint	timepoint	-1.55937289723454	0.1249389585995	63	63	2.97842278673556e-17	3.34347050264827e-15
EC.1.7.1.15	timepoint	timepoint	-0.197727010612932	0.0162245507310076	63	63	3.63590317216632e-17	3.88243514335223e-15
EC.2.8.1.8	timepoint	timepoint	0.0288270490512767	0.00241533843889087	63	63	3.62242870033469e-17	3.88243514335223e-15
EC.1.1.1.363	timepoint	timepoint	0.0493261291749005	0.0041558884975556	63	63	3.89932491920389e-17	3.97005685959875e-15
EC.1.1.1.49	timepoint	timepoint	0.0493261291749005	0.0041558884975556	63	63	3.89932491920389e-17	3.97005685959875e-15
EC.2.4.1.144	timepoint	timepoint	-1.30793521039925	0.108005639641237	63	63	4.24282927494897e-17	4.22161512857422e-15
EC.3.6.3.30	timepoint	timepoint	-0.0708132762077698	0.00598810257973526	63	63	4.63057924762459e-17	4.50503909913344e-15
EC.4.1.1.46	timepoint	timepoint	-1.71553579392731	0.14320035733553	63	60	5.36527695843246e-17	5.10634402696028e-15
EC.4.2.1.56	timepoint	timepoint	-1.51001592497446	0.124464003293908	63	63	8.49910099158681e-17	7.91682215769512e-15
EC.4.1.1.45	timepoint	timepoint	0.937030808324474	0.0823069912231362	63	63	1.25680406223762e-16	1.14631003843256e-14
EC.3.2.1.25	timepoint	timepoint	-0.948593054522279	0.0787530150813511	63	63	1.32150839389013e-16	1.18072729560224e-14
EC.1.1.1.169	timepoint	timepoint	-0.111568875646426	0.00964069596827345	63	63	1.37748002125284e-16	1.18247206530293e-14
EC.1.14.11.1	timepoint	timepoint	0.613913626817642	0.0510764220886337	63	63	1.36296664748327e-16	1.18247206530293e-14
EC.2.3.2.8	timepoint	timepoint	0.0368620090086344	0.00317225958107846	63	63	2.00562925637985e-16	1.68858555469826e-14
EC.2.7.4.3	timepoint	timepoint	0.0426806903493536	0.00359064139421121	63	63	2.54102399869823e-16	2.09268329617945e-14
EC.3.1.3.23	timepoint	timepoint	-0.566206332246179	0.0481629767767697	63	63	2.58119913187963e-16	2.09268329617945e-14
EC.2.4.1.250	timepoint	timepoint	-1.42309333060008	0.128497413714302	63	62	3.88957704150492e-16	3.04081576566224e-14
EC.3.4.19.3	timepoint	timepoint	-0.897389153829056	0.0765402136319716	63	63	3.82412994589858e-16	3.04081576566224e-14
EC.3.5.99.5	timepoint	timepoint	1.00729793458121	0.0901347159289635	63	63	4.14056904440421e-16	3.18024759235117e-14
EC.4.1.3.27	timepoint	timepoint	0.0601641071906846	0.00512069385058179	63	63	4.28727504035593e-16	3.23615347011694e-14
EC.3.4.25.1	timepoint	timepoint	-1.38905509530481	0.126065463781912	63	62	4.78320176851675e-16	3.54460253954589e-14
EC.5.1.3.29	timepoint	timepoint	-1.18111394680934	0.101046479356281	63	63	4.85783810810309e-16	3.54460253954589e-14
EC.5.3.1.9	timepoint	timepoint	0.0482392904708546	0.00425731474652722	63	63	6.79375819112598e-16	4.87591366569665e-14
EC.4.2.1.148	timepoint	timepoint	0.551459975799209	0.0479185938027248	63	63	7.69503185054444e-16	5.43368539381993e-14
EC.2.1.1.219	timepoint	timepoint	-1.37247111233103	0.125301792854379	63	62	9.1977843238859e-16	6.2918593390582e-14
EC.2.1.1.220	timepoint	timepoint	-1.37247111233103	0.125301792854379	63	62	9.1977843238859e-16	6.2918593390582e-14
EC.2.1.2.11	timepoint	timepoint	0.026505583393313	0.00237528095700137	63	63	1.03672704691509e-15	6.98275540214501e-14
EC.1.5.1.10	timepoint	timepoint	0.737946277534087	0.0647036620301354	63	63	1.16769111511014e-15	7.74568439689726e-14
EC.3.1.5.1	timepoint	timepoint	0.105590002321946	0.00981547172138478	63	63	1.25258234483531e-15	8.18478433684926e-14
EC.2.7.10.1	timepoint	timepoint	0.981615076136468	0.0916210930013875	63	63	1.47251875051527e-15	9.48042219081742e-14
EC.2.1.1.5	timepoint	timepoint	-1.38494908122291	0.124471019064295	63	62	1.54354826642726e-15	9.79370189915734e-14
EC.2.7.6.5	timepoint	timepoint	0.10473501042721	0.00979981550449182	63	63	1.62408071416598e-15	1.01574648094552e-13
EC.1.13.11.1	timepoint	timepoint	-0.434151634652008	0.039807519678238	63	63	1.98401859035144e-15	1.22338498430403e-13
EC.4.1.3.41	timepoint	timepoint	0.634691985760292	0.0566942373393693	63	63	2.34822416811408e-15	1.42785075111159e-13
EC.5.1.3.25	timepoint	timepoint	-1.56035477357066	0.141391021668606	63	63	2.46940754146913e-15	1.48096797487012e-13
EC.4.1.1.79	timepoint	timepoint	0.767226234993083	0.0688772499252554	63	63	2.69294057533528e-15	1.59320187011052e-13
EC.1.8.99.2	timepoint	timepoint	-1.41111115042112	0.129813804165415	63	62	2.89165466534252e-15	1.68264369158087e-13
EC.2.1.1.156	timepoint	timepoint	-1.82759831692734	0.171315709071144	63	50	2.9209895057137e-15	1.68264369158087e-13
EC.2.7.4.22	timepoint	timepoint	0.0260773900951116	0.00237828242893238	63	63	3.11345965511729e-15	1.77022420390954e-13
EC.2.3.1.88	timepoint	timepoint	-1.46482071984693	0.132529098947162	63	45	3.41286566728445e-15	1.89133239131282e-13
EC.5.4.99.25	timepoint	timepoint	0.0262503478392557	0.00240106472645027	63	63	3.40300154503254e-15	1.89133239131282e-13
EC.1.14.11.18	timepoint	timepoint	-0.426941131234358	0.0401107114318321	63	63	3.49015241951554e-15	1.90998591157988e-13
EC.3.1.2.30	timepoint	timepoint	0.63102514396908	0.057092063238694	63	63	3.73776762563573e-15	1.99763473149481e-13
EC.3.5.1.115	timepoint	timepoint	-1.41080219649289	0.133264004614669	63	62	3.74157258982583e-15	1.99763473149481e-13
EC.3.1.1.47	timepoint	timepoint	1.06438048673292	0.100669684630417	63	63	3.82698647920459e-15	2.01862009710334e-13
EC.1.4.3.19	timepoint	timepoint	0.162061408242053	0.0149480166768012	63	63	4.01554826882725e-15	2.09286551439592e-13
EC.2.3.1.189	timepoint	timepoint	-1.43041431988302	0.137186714911379	63	62	4.28973149884031e-15	2.15867178183022e-13
EC.2.6.1.77	timepoint	timepoint	0.629539018768188	0.057176232471029	63	63	4.28460242236178e-15	2.15867178183022e-13
EC.3.5.4.25	timepoint	timepoint	-0.0595621624287309	0.00561527083426321	63	63	4.2433982003493e-15	2.15867178183022e-13
EC.3.1.4.14	timepoint	timepoint	-0.297779959053377	0.0283133371337761	63	63	4.86352175207405e-15	2.41960207165684e-13
EC.3.2.1.82	timepoint	timepoint	-1.76881447128364	0.167590492997293	63	51	5.2253209158094e-15	2.57038819881051e-13
EC.2.3.1.174	timepoint	timepoint	-0.415289852285	0.0391429979939269	63	63	5.38462498186151e-15	2.6085059688848e-13
EC.2.8.3.10	timepoint	timepoint	-1.77436367107472	0.16326664660504	63	63	5.42197448991587e-15	2.6085059688848e-13
EC.2.3.1.181	timepoint	timepoint	0.0235347370128109	0.00224171289899983	63	63	6.00085614594369e-15	2.85562480510233e-13
EC.1.1.1.40	timepoint	timepoint	0.0483211299556066	0.00444120579590291	63	63	6.11368495892292e-15	2.87803362904995e-13
EC.3.11.1.1	timepoint	timepoint	-0.344799657669217	0.0334447395889539	63	63	6.65583968659229e-15	3.09992193062777e-13
EC.2.4.2.47	timepoint	timepoint	-1.50758177601784	0.144841600690491	63	62	6.7510872482566e-15	3.11118526030183e-13
EC.1.3.99.5	timepoint	timepoint	-1.52987856738131	0.145645129447706	63	60	7.06799806042599e-15	3.22330161547344e-13
EC.6.3.1.13	timepoint	timepoint	-1.4270440644651	0.137201037695209	63	62	7.24951254675403e-15	3.27199648759682e-13
EC.2.7.7.61	timepoint	timepoint	-1.71214857940978	0.158960257628486	63	63	7.79280355222383e-15	3.41168939516359e-13
EC.4.2.1.53	timepoint	timepoint	-0.452870991221214	0.0426647112008844	63	63	7.76406357515284e-15	3.41168939516359e-13
EC.6.2.1.22	timepoint	timepoint	-1.68833169888384	0.156663816768062	63	63	7.67954747860518e-15	3.41168939516359e-13
EC.2.7.7.68	timepoint	timepoint	-1.08147267319486	0.104409132279234	63	63	9.01737195669819e-15	3.90871826004205e-13
EC.2.3.1.31	timepoint	timepoint	-0.250028737103491	0.0233729318437526	63	63	9.33572418063907e-15	4.00703926106253e-13
EC.6.2.1.5	timepoint	timepoint	0.0252792548640384	0.00241373106757511	63	63	1.00908864241755e-14	4.28911657913012e-13
EC.3.1.3.11	timepoint	timepoint	0.0963553109883018	0.00896312580894325	63	63	1.02719922375963e-14	4.32411365540351e-13
EC.1.17.99.6	timepoint	timepoint	0.0247438905495183	0.00238046125721502	63	63	1.08496994298666e-14	4.52380800990057e-13
EC.1.3.99.4	timepoint	timepoint	-1.34870611212799	0.131091001601969	63	62	1.20147316125963e-14	4.96231084905156e-13
EC.5.4.99.22	timepoint	timepoint	0.0238946810000658	0.00229405585925896	63	63	1.42749941024817e-14	5.84074057763224e-13
EC.1.14.15.7	timepoint	timepoint	0.589029423550337	0.057282969760386	63	63	1.58643242847189e-14	6.43092701097216e-13
EC.4.2.1.99	timepoint	timepoint	0.102341068184843	0.00959818235445684	63	63	1.6644926059576e-14	6.68545745769026e-13
EC.1.5.8.4	timepoint	timepoint	0.610236884742911	0.0576969502884985	63	63	1.81728923450629e-14	7.23281115333502e-13
EC.2.1.1.33	timepoint	timepoint	0.0276316002677986	0.00266531513037811	63	63	1.91064554094673e-14	7.53586142186018e-13
EC.2.1.1.185	timepoint	timepoint	0.0521985412223653	0.00526135225165711	63	63	2.88240706101306e-14	1.12671233152814e-12
EC.2.4.1.10	timepoint	timepoint	-1.67568669188162	0.166186373316788	63	60	3.13749251507808e-14	1.2155701089391e-12
EC.2.4.1.287	timepoint	timepoint	-1.49203986799014	0.14972362581517	63	62	3.4187533628757e-14	1.31292124760262e-12
EC.3.5.1.1	timepoint	timepoint	-0.0585444639481304	0.00582028339968632	63	63	3.60041139764414e-14	1.37066096512052e-12
EC.2.4.2.46	timepoint	timepoint	-1.52065331121387	0.152838262576238	63	62	3.6726067878688e-14	1.38609245838704e-12
EC.1.13.11.25	timepoint	timepoint	-1.28971472431451	0.129550003962	63	62	4.26149760921427e-14	1.5946014130889e-12
EC.3.5.1.28	timepoint	timepoint	0.0823966787585733	0.00816316107794423	63	63	4.44746088574322e-14	1.65008336930371e-12
EC.2.1.1.190	timepoint	timepoint	0.0301567664052252	0.00299161395528419	63	63	4.78254244240146e-14	1.75949334561627e-12
EC.2.5.1.1	timepoint	timepoint	0.0258028434392938	0.00253830641701989	63	63	6.37727094707549e-14	2.30741257903277e-12
EC.2.5.1.10	timepoint	timepoint	0.0258028434392938	0.00253830641701989	63	63	6.37727094707549e-14	2.30741257903277e-12
EC.2.7.7.2	timepoint	timepoint	0.0236789074571509	0.00236791758790882	63	63	8.32626369979617e-14	2.98790020309079e-12
EC.2.7.1.26	timepoint	timepoint	0.0235971613798383	0.00236597553774548	63	63	9.15408160833057e-14	3.21199653279486e-12
EC.2.8.3.12	timepoint	timepoint	-0.458468644141584	0.0456446020463781	63	63	9.10160173464395e-14	3.21199653279486e-12
EC.3.1.26.5	timepoint	timepoint	0.0236141084242464	0.00245539840831358	63	63	9.17084437184463e-14	3.21199653279486e-12
EC.2.7.1.51	timepoint	timepoint	-2.24707347457867	0.224179808664843	63	61	9.53586705338793e-14	3.31333539362955e-12
EC.2.7.7.7	timepoint	timepoint	0.0224262980463661	0.00225911949226592	63	63	1.0418086286105e-13	3.59136864256437e-12
EC.3.1.3.77	timepoint	timepoint	-0.318227470438377	0.0328938129053254	63	63	1.06905122794596e-13	3.65648927808392e-12
EC.2.5.1.120	timepoint	timepoint	-0.866949670248507	0.087640367950392	63	63	1.11465692562417e-13	3.78292094603305e-12
EC.1.21.98.1	timepoint	timepoint	-0.866377172823054	0.0877588590328341	63	63	1.19693155237014e-13	4.03089718175113e-12
EC.2.3.1.223	timepoint	timepoint	-0.391375638893212	0.0402791220058318	63	63	1.32672464245413e-13	4.43389349974364e-12
EC.2.3.1.122	timepoint	timepoint	-1.5543659867604	0.161639970632097	63	62	1.47552581446903e-13	4.89382728465561e-12
EC.2.4.2.14	timepoint	timepoint	0.022440346607082	0.00229792085369317	63	63	1.58846339278531e-13	5.18977069672694e-12
EC.4.2.1.41	timepoint	timepoint	-0.445317950889409	0.0454706944079681	63	63	1.58405567868509e-13	5.18977069672694e-12
EC.4.99.1.5	timepoint	timepoint	-1.94473934192982	0.203886398074697	63	56	1.67365565591853e-13	5.42760330489728e-12
EC.4.1.1.75	timepoint	timepoint	0.796540499822332	0.0805862929058328	63	63	1.71224393779293e-13	5.51191467621872e-12
EC.5.1.99.3	timepoint	timepoint	-0.36304867405038	0.0375125662505165	63	63	1.76915045674913e-13	5.65353335740706e-12
EC.2.5.1.68	timepoint	timepoint	-1.3497413806904	0.141874843890882	63	62	1.80977152521209e-13	5.74143459230328e-12
EC.3.7.1.17	timepoint	timepoint	-1.50955663658114	0.15815033941377	63	62	1.85838657108186e-13	5.78465561259653e-12
EC.6.3.2.31	timepoint	timepoint	-0.927901105891202	0.0970459821250216	63	63	1.86303435672935e-13	5.78465561259653e-12
EC.6.3.2.34	timepoint	timepoint	-0.927901105891202	0.0970459821250216	63	63	1.86303435672935e-13	5.78465561259653e-12
EC.4.4.1.25	timepoint	timepoint	0.829699969734417	0.0838391084320288	63	63	1.88337487485546e-13	5.80663042402619e-12
EC.5.1.3.14	timepoint	timepoint	0.44775391145346	0.0468632193650826	63	63	1.93669217962255e-13	5.9292575960752e-12
EC.5.3.3.1	timepoint	timepoint	-0.912936944828925	0.0927437374054222	63	63	2.00616980265012e-13	6.09931346944598e-12
EC.2.3.1.82	timepoint	timepoint	-0.37505361703896	0.0391402892260491	63	63	2.1939668694045e-13	6.624266865002e-12
EC.4.1.1.71	timepoint	timepoint	-1.51455168127245	0.161399837606087	63	62	2.24356097904352e-13	6.72760956592639e-12
EC.4.99.1.3	timepoint	timepoint	-0.336022134128593	0.0353335410424883	63	63	2.30971981190719e-13	6.87887982076848e-12
EC.6.3.2.9	timepoint	timepoint	0.0251180440607323	0.00259143770371124	63	63	2.37113996232632e-13	7.01408834801665e-12
EC.2.6.99.2	timepoint	timepoint	0.0229470383879107	0.00242778903059086	63	63	2.398424875079e-13	7.04718396180929e-12
EC.3.4.11.10	timepoint	timepoint	0.485814262841161	0.0520112138319486	63	63	2.64986160148403e-13	7.73406272753139e-12
EC.5.3.3.4	timepoint	timepoint	-0.440391795127143	0.0457359484007204	63	63	2.77160982317165e-13	8.03583298400362e-12
EC.3.5.1.18	timepoint	timepoint	0.0946012712544543	0.00994958217230526	63	63	2.93413733792988e-13	8.39585180748826e-12
EC.4.2.1.84	timepoint	timepoint	0.633885049195441	0.0650347648326548	63	63	2.92870622688644e-13	8.39585180748826e-12
EC.2.7.8.28	timepoint	timepoint	-0.916261773040376	0.0972870287751973	63	63	3.19532872344601e-13	9.08386308522509e-12
EC.1.4.1.4	timepoint	timepoint	-0.389799756109417	0.0405918387347731	63	63	3.28215473816807e-13	9.27049899593536e-12
EC.1.1.1.333	timepoint	timepoint	-1.47836829493732	0.159279322122638	63	62	3.32509408860852e-13	9.33157815380006e-12
EC.2.1.1.37	timepoint	timepoint	-0.292344805407021	0.0313009380129629	63	63	3.65990231774397e-13	1.02057658261676e-11
EC.4.1.1.25	timepoint	timepoint	-1.73159204652426	0.18388271530979	63	45	3.97781698001466e-13	1.10220776825976e-11
EC.2.4.2.45	timepoint	timepoint	-1.48057802880357	0.160642282258494	63	62	4.27188484308709e-13	1.17624602786385e-11
EC.3.4.23.49	timepoint	timepoint	-1.65118974890465	0.177002816555008	63	54	4.44663932491445e-13	1.2091544698432e-11
EC.3.5.1.103	timepoint	timepoint	-1.40023478747514	0.150846482063701	63	62	4.42122641684643e-13	1.2091544698432e-11
EC.3.2.1.54	timepoint	timepoint	-1.97421612448012	0.206832552075128	63	51	4.47893919741143e-13	1.21041949421403e-11
EC.1.3.3.6	timepoint	timepoint	-1.3804092316557	0.148760641495141	63	62	4.65879528948311e-13	1.2457209964481e-11
EC.2.1.1.269	timepoint	timepoint	0.566647715937683	0.0588961078578907	63	63	4.69492837857324e-13	1.2457209964481e-11
EC.2.3.1.129	timepoint	timepoint	0.0257626444329028	0.00276018709856334	63	63	4.68947772478987e-13	1.2457209964481e-11
EC.1.18.6.1	timepoint	timepoint	-0.83583259317267	0.0889461244152574	63	63	4.84298249538453e-13	1.26961541106548e-11
EC.2.1.1.195	timepoint	timepoint	-0.350355941867164	0.0376039518758471	63	63	4.81921001724141e-13	1.26961541106548e-11
EC.4.2.1.57	timepoint	timepoint	-1.01347880564429	0.106620536386543	63	63	5.03060056706181e-13	1.31095055253551e-11
EC.2.5.1.30	timepoint	timepoint	-1.26225040209428	0.137629454489695	63	62	5.08699860710702e-13	1.31780354449198e-11
EC.2.6.1.36	timepoint	timepoint	-1.53997689936361	0.164599738139491	63	60	5.2467908263005e-13	1.35120295514962e-11
EC.2.1.1.177	timepoint	timepoint	0.0216225639331875	0.00232017001756564	63	63	5.5226741504133e-13	1.41393376786605e-11
EC.3.2.1.40	timepoint	timepoint	-1.74910149212368	0.186277284051041	63	62	5.79501396140123e-13	1.46832413390805e-11
EC.4.1.2.4	timepoint	timepoint	0.302402904480107	0.0330953879505296	63	63	5.80219449899709e-13	1.46832413390805e-11
EC.1.3.3.4	timepoint	timepoint	-1.25748328971426	0.137734335573155	63	62	5.97372100134925e-13	1.49202037154395e-11
EC.1.8.1.15	timepoint	timepoint	-1.33629755881328	0.145279772297753	63	62	5.9645592863482e-13	1.49202037154395e-11
EC.2.8.1.12	timepoint	timepoint	-0.12663446921641	0.0137285556678491	63	63	5.99807184540283e-13	1.49202037154395e-11
EC.3.5.1.42	timepoint	timepoint	0.0237567048170291	0.00253584569310603	63	63	6.42081373311748e-13	1.57923160244878e-11
EC.4.2.1.109	timepoint	timepoint	-0.303453588115983	0.0329695683932189	63	63	6.41589992969242e-13	1.57923160244878e-11
EC.2.7.1.35	timepoint	timepoint	-0.550213096560776	0.0580716782877088	63	63	6.65274893515452e-13	1.62713602447522e-11
EC.1.13.11.53	timepoint	timepoint	-0.308377412639773	0.033541510943662	63	63	7.03400108159931e-13	1.7013733002896e-11
EC.1.13.11.54	timepoint	timepoint	-0.308377412639773	0.033541510943662	63	63	7.03400108159931e-13	1.7013733002896e-11
EC.5.1.1.1	timepoint	timepoint	0.07582166880973	0.00798494930214905	63	63	7.58492985236689e-13	1.82455070844298e-11
EC.3.5.3.18	timepoint	timepoint	0.596324494084064	0.0637256559206118	63	63	8.1037295974176e-13	1.93869552882482e-11
EC.3.4.11.19	timepoint	timepoint	0.537099765461414	0.0568535564596171	63	63	8.41374907868819e-13	2.00192355796179e-11
EC.2.7.7.3	timepoint	timepoint	0.0241636149695784	0.00260218511339401	63	63	8.74144213716994e-13	2.06865046900162e-11
EC.2.1.1.166	timepoint	timepoint	0.0235991616422402	0.00257141127725117	63	63	9.21551805789095e-13	2.16911494932508e-11
EC.2.8.4.3	timepoint	timepoint	0.0222342496343493	0.00238688686203997	63	63	9.36979170866514e-13	2.18094855718167e-11
EC.3.1.12.1	timepoint	timepoint	-0.824460268816156	0.0887390490729294	63	63	9.41524160135532e-13	2.18094855718167e-11
EC.3.5.1.23	timepoint	timepoint	-1.69697336420229	0.181080598626279	63	62	9.34062574080031e-13	2.18094855718167e-11
EC.6.1.1.11	timepoint	timepoint	0.0230921069128102	0.00250139719773064	63	63	9.56975521078435e-13	2.20507306909547e-11
EC.5.1.3.24	timepoint	timepoint	-1.9193484884162	0.211702484212688	63	56	1.0331563927609e-12	2.36814590968963e-11
EC.1.1.1.367	timepoint	timepoint	-1.85441140550409	0.201968968167092	63	55	1.04155929743022e-12	2.37497218966119e-11
EC.4.3.1.7	timepoint	timepoint	-0.330598142296796	0.0356368721115288	63	63	1.04874709334254e-12	2.37897138583091e-11
EC.2.7.13.3	timepoint	timepoint	0.0207199496204404	0.00223952151255132	63	63	1.12249151772753e-12	2.53312776526346e-11
EC.2.7.1.83	timepoint	timepoint	-0.378000434893162	0.041255286734186	63	63	1.14553998782875e-12	2.57188413677654e-11
EC.1.1.99.1	timepoint	timepoint	0.0469766934881204	0.00507009791709169	63	63	1.22135827808987e-12	2.72811558238646e-11
EC.2.1.1.77	timepoint	timepoint	0.0496681708515309	0.00531439501289432	63	63	1.23939742419995e-12	2.74044541573099e-11
EC.3.5.1.101	timepoint	timepoint	-1.92869844410364	0.206541798760934	63	61	1.23530379527474e-12	2.74044541573099e-11
EC.6.1.1.14	timepoint	timepoint	0.0215149309165709	0.00234350350541573	63	63	1.28090153474736e-12	2.81798337644419e-11
EC.1.13.11.4	timepoint	timepoint	-0.419276780978154	0.0455897465313937	63	63	1.30037206640905e-12	2.8465144533694e-11
EC.4.1.1.28	timepoint	timepoint	0.612189318660575	0.0660559890420031	63	63	1.32312201569776e-12	2.88190456951482e-11
EC.2.7.7.77	timepoint	timepoint	-0.123982539359437	0.0137659218188779	63	63	1.35341409073113e-12	2.93329053921826e-11
EC.2.3.1.20	timepoint	timepoint	-1.11499353121736	0.122439272561876	63	63	1.37633894217242e-12	2.95373131805434e-11
EC.2.7.4.6	timepoint	timepoint	0.0220520984190097	0.00239691499741607	63	63	1.37221850965895e-12	2.95373131805434e-11
EC.3.2.1.14	timepoint	timepoint	-0.308001665607782	0.0345681707720506	63	63	1.39941233844373e-12	2.97409088238186e-11
EC.5.4.2.8	timepoint	timepoint	-0.126004816144184	0.0140272472893021	63	63	1.39717861940822e-12	2.97409088238186e-11
EC.2.4.1.289	timepoint	timepoint	-1.44894573476071	0.161744414450761	63	62	1.47097307323172e-12	3.11107251913452e-11
EC.5.3.1.23	timepoint	timepoint	-0.281605346871199	0.0314140912813501	63	63	1.48115160973539e-12	3.11753930164497e-11
EC.2.7.7.8	timepoint	timepoint	0.0219305702642937	0.0023876009332867	63	63	1.49627835602471e-12	3.13430939840965e-11
EC.4.1.1.81	timepoint	timepoint	-0.735782570616839	0.0808458992012961	63	63	1.50551912371507e-12	3.13864891601171e-11
EC.3.2.1.26	timepoint	timepoint	-0.54268627786505	0.0604213849836396	63	63	1.60527747648388e-12	3.33076056495091e-11
EC.2.8.3.18	timepoint	timepoint	-0.870237130602802	0.0950075835182827	63	63	1.6436142367698e-12	3.39421845687649e-11
EC.1.1.1.305	timepoint	timepoint	-2.14721320121136	0.231943676526443	63	62	1.7036728548349e-12	3.48536437311551e-11
EC.2.1.2.13	timepoint	timepoint	-2.14721320121136	0.231943676526443	63	62	1.7036728548349e-12	3.48536437311551e-11
EC.3.5.1.105	timepoint	timepoint	-0.534625486166714	0.0595856992889041	63	63	1.78119032864946e-12	3.62700058550108e-11
EC.3.1.2.12	timepoint	timepoint	0.0253304456710243	0.00281289412785085	63	63	1.87567416228048e-12	3.80171364928886e-11
